report_date,district,active_cases,cumulative_faculty_staff_cases,cumulative_student_cases,cumulative_total,PRIVATE SCHOOL,Private Active Cases,Private Cumulative Faculty/Staff Cases,Private Cumulative Student Cases,Private Cumulative Total,COLLEGE/UNIVERSITY,Uni Active Cases,Uni Cumulative Faculty/Staff Cases,Uni Cumulative Student Cases,Uni Cumulative Total,Totals among schools with less than 5 active cases.,<5 Cumulative Active Cases,<5 Cumulative Faculty/Staff Cases,<5 Cumulative Student Cases,<5 Cumulative Total,Totals for all schools.,Cumulative Active Cases,Cumulative Faculty/Staff Cases,Cumulative Student Cases,Cumulative Total
1/11/2021,FAYETTEVILLE SCHOOL DIST,83,66,371,437,,,,,,"U OF A, MONTICELLO",21,22,99,142,,,,,,,,,,
1/11/2021,CABOT SCHOOL DIST,80,137,336,505,,,,,,"HENDRIX COLLEGE, CONWAY",16,12,46,62,,,,,,,,,,
1/11/2021,PULASKI COUNTY SPECIAL SCHOOL DIST,78,157,354,546,,,,,,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",16,37,213,270,,,,,,,,,,
1/11/2021,RUSSELLVILLE SCHOOL DIST,57,103,282,393,,,,,,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",13,16,179,225,,,,,,,,,,
1/11/2021,BRYANT SCHOOL DIST,54,117,379,512,,,,,,"ARKANSAS STATE UNIVERSITY, JONESBORO",11,118,736,857,,,,,,,,,,
1/11/2021,WEST MEMPHIS SCHOOL DIST,52,87,184,280,,,,,,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",11,31,160,204,,,,,,,,,,
1/11/2021,BENTON SCHOOL DIST,39,86,254,353,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",11,26,123,165,,,,,,,,,,
1/11/2021,LAKE HAMILTON SCHOOL DIST,39,92,222,321,,,,,,"UNIVERSITY OF ARKANSAS SYSTEM OFFICE, LITTLE ROCK",11,15,57,72,,,,,,,,,,
1/11/2021,SILOAM SPRINGS SCHOOL DIST,39,97,188,295,,,,,,"HARDING UNIVERSITY, SEARCY",10,70,341,494,,,,,,,,,,
1/11/2021,MARION SCHOOL DIST,38,69,201,284,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",9,15,79,110,,,,,,,,,,
1/11/2021,NORTH LITTLE ROCK SCHOOL DIST,38,107,220,351,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",9,27,134,188,,,,,,,,,,
1/11/2021,VAN BUREN SCHOOL DIST,37,95,241,349,,,,,,"BAPTIST HEALTH COLLEGE, LITTLE ROCK",8,6,32,40,,,,,,,,,,
1/11/2021,SOUTH CONWAY COUNTY SCHOOL DIST,36,36,126,172,,,,,,"OZARKA COLLEGE, MELBOURNE",7,12,38,57,,,,,,,,,,
1/11/2021,VILONIA SCHOOL DIST,36,55,133,196,,,,,,"UACC, BATESVILLE",7,18,42,64,,,,,,,,,,
1/11/2021,SEARCY SCHOOL DIST,33,64,167,237,,,,,,"UACC, MORRILTON",7,9,87,100,,,,,,,,,,
1/11/2021,BROOKLAND SCHOOL DIST,32,59,190,258,,,,,,"UNIVERSITY OF THE OZARKS, CLARKSVILLE",7,19,59,85,,,,,,,,,,
1/11/2021,GREENBRIER SCHOOL DIST,30,57,128,191,,,,,,ATU - OZARK,6,,,48,,,,,,,,,,
1/11/2021,JONESBORO SCHOOL DIST,30,112,286,414,,,,,,"SOUTH ARKANSAS COMMUNITY COLLEGE, EL DORADO",6,8,34,60,,,,,,,,,,
1/11/2021,NETTLETON SCHOOL DIST,29,84,207,302,,,,,,"JOHN BROWN UNIVERSITY, SILOAM SPRINGS",5,23,52,83,,,,,,,,,,
1/11/2021,GREENE COUNTY TECH SCHOOL DIST,28,125,231,379,,,,,,"U OF A, PINE BLUFF",5,33,170,219,,,,,,,,,,
1/11/2021,ESTEM PUBLIC CHARTER SCHOOL DIST,26,25,98,128,,,,,,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",5,,,54,,,,,,,,,,
1/11/2021,PARAGOULD SCHOOL DIST,25,97,194,308,,,,,,TOTAL,494,"1,076","6,819","9,014",,,,,,,,,,
1/11/2021,WYNNE SCHOOL DIST,25,49,162,221,,,,,,,,,,,,,,,,,,,,
1/11/2021,BAUXITE SCHOOL DIST,24,20,81,104,,,,,,,,,,,,,,,,,,,,
1/11/2021,TRUMANN SCHOOL DIST,23,53,112,179,,,,,,,,,,,,,,,,,,,,
1/11/2021,DARDANELLE SCHOOL DIST,22,37,137,183,,,,,,,,,,,,,,,,,,,,
1/11/2021,MONTICELLO SCHOOL DIST,21,28,97,131,,,,,,,,,,,,,,,,,,,,
1/11/2021,BEEBE SCHOOL DIST,20,31,118,154,,,,,,,,,,,,,,,,,,,,
1/11/2021,JACKSONVILLE NORTH PULASKI SCHOOL DIST,20,53,78,138,,,,,,,,,,,,,,,,,,,,
1/11/2021,LONOKE SCHOOL DIST,20,26,57,88,,,,,,,,,,,,,,,,,,,,
1/11/2021,BERRYVILLE SCHOOL DIST,19,44,107,160,,,,,,,,,,,,,,,,,,,,
1/11/2021,LISA ACADEMY,19,33,116,155,,,,,,,,,,,,,,,,,,,,
1/11/2021,PRAIRIE GROVE SCHOOL DIST,19,39,88,131,,,,,,,,,,,,,,,,,,,,
1/11/2021,WARREN SCHOOL DIST,19,21,96,122,,,,,,,,,,,,,,,,,,,,
1/11/2021,CAMDEN FAIRVIEW SCHOOL DIST,18,29,83,121,,,,,,,,,,,,,,,,,,,,
1/11/2021,SHERIDAN SCHOOL DIST,18,68,129,202,,,,,,,,,,,,,,,,,,,,
1/11/2021,ALMA SCHOOL DIST,17,54,118,179,,,,,,,,,,,,,,,,,,,,
1/11/2021,CLARKSVILLE SCHOOL DIST,17,54,102,158,,,,,,,,,,,,,,,,,,,,
1/11/2021,MAGNOLIA SCHOOL DIST,17,54,176,239,,,,,,,,,,,,,,,,,,,,
1/11/2021,MENA SCHOOL DIST,17,46,99,153,,,,,,,,,,,,,,,,,,,,
1/11/2021,VALLEY VIEW SCHOOL DIST,17,42,122,168,,,,,,,,,,,,,,,,,,,,
1/11/2021,CROSSETT SCHOOL DIST,16,30,53,95,,,,,,,,,,,,,,,,,,,,
1/11/2021,FARMINGTON SCHOOL DIST,16,31,101,140,,,,,,,,,,,,,,,,,,,,
1/11/2021,GRAVETTE SCHOOL DIST,15,41,89,137,,,,,,,,,,,,,,,,,,,,
1/11/2021,BATESVILLE SCHOOL DIST,14,75,87,167,,,,,,,,,,,,,,,,,,,,
1/11/2021,EL DORADO SCHOOL DIST,14,70,125,200,,,,,,,,,,,,,,,,,,,,
1/11/2021,HEBER SPRINGS SCHOOL DIST,14,21,51,73,,,,,,,,,,,,,,,,,,,,
1/11/2021,HOT SPRINGS SCHOOL DIST,14,37,109,150,,,,,,,,,,,,,,,,,,,,
1/11/2021,LAKESIDE SCHOOL DIST(GARLAND),14,45,131,183,,,,,,,,,,,,,,,,,,,,
1/11/2021,POCAHONTAS SCHOOL DIST,14,43,72,118,,,,,,,,,,,,,,,,,,,,
1/11/2021,RIVERVIEW SCHOOL DIST,14,16,50,67,,,,,,,,,,,,,,,,,,,,
1/11/2021,CARLISLE SCHOOL DIST,13,18,37,55,,,,,,,,,,,,,,,,,,,,
1/11/2021,DEQUEEN SCHOOL DIST,13,44,117,163,,,,,,,,,,,,,,,,,,,,
1/11/2021,HARRISON SCHOOL DIST,13,34,102,136,,,,,,,,,,,,,,,,,,,,
1/11/2021,MOUNTAIN HOME SCHOOL DIST,13,69,191,275,,,,,,,,,,,,,,,,,,,,
1/11/2021,GREEN FOREST SCHOOL DIST,12,31,98,133,,,,,,,,,,,,,,,,,,,,
1/11/2021,STUTTGART SCHOOL DIST,12,18,59,84,,,,,,,,,,,,,,,,,,,,
1/11/2021,BERGMAN SCHOOL DIST,11,38,44,85,,,,,,,,,,,,,,,,,,,,
1/11/2021,EMERSON,11,14,52,67,,,,,,,,,,,,,,,,,,,,
1/11/2021,GLEN ROSE SCHOOL DIST,11,15,42,58,,,,,,,,,,,,,,,,,,,,
1/11/2021,HAAS HALL ACADEMY,11,5,47,56,,,,,,,,,,,,,,,,,,,,
1/11/2021,HARMONY GROVE SCH DIST(SALINE),11,19,52,75,,,,,,,,,,,,,,,,,,,,
1/11/2021,HOPE SCHOOL DIST,11,36,85,123,,,,,,,,,,,,,,,,,,,,
1/11/2021,MARMADUKE SCHOOL DIST,11,13,44,57,,,,,,,,,,,,,,,,,,,,
1/11/2021,PALESTINE,11,10,32,44,,,,,,,,,,,,,,,,,,,,
1/11/2021,WALDRON SCHOOL DIST,11,27,65,100,,,,,,,,,,,,,,,,,,,,
1/11/2021,WESTSIDE CONS. SCH DIST(CRAIGHEAD),11,41,99,153,,,,,,,,,,,,,,,,,,,,
1/11/2021,ARKADELPHIA SCHOOL DIST,10,22,92,119,,,,,,,,,,,,,,,,,,,,
1/11/2021,BISMARCK SCHOOL DIST,10,8,22,33,,,,,,,,,,,,,,,,,,,,
1/11/2021,DANVILLE SCHOOL DIST,10,14,42,57,,,,,,,,,,,,,,,,,,,,
1/11/2021,FORREST CITY SCHOOL DIST,10,37,106,146,,,,,,,,,,,,,,,,,,,,
1/11/2021,FOUNTAIN LAKE SCHOOL DIST,10,18,42,66,,,,,,,,,,,,,,,,,,,,
1/11/2021,GENTRY SCHOOL DIST,10,31,62,97,,,,,,,,,,,,,,,,,,,,
1/11/2021,GUY,10,10,12,23,,,,,,,,,,,,,,,,,,,,
1/11/2021,WATSON CHAPEL SCHOOL DIST,10,34,99,137,,,,,,,,,,,,,,,,,,,,
1/11/2021,BALD KNOB SCHOOL DIST,9,43,84,128,,,,,,,,,,,,,,,,,,,,
1/11/2021,BLYTHEVILLE SCHOOL DIST,9,37,103,144,,,,,,,,,,,,,,,,,,,,
1/11/2021,DUMAS SCHOOL DIST,9,40,59,104,,,,,,,,,,,,,,,,,,,,
1/11/2021,HAMBURG SCHOOL DIST,9,38,62,104,,,,,,,,,,,,,,,,,,,,
1/11/2021,HUNTSVILLE SCHOOL DIST,9,62,76,144,,,,,,,,,,,,,,,,,,,,
1/11/2021,KIPP DELTA PUBLIC SCHOOL DIST,9,15,41,58,,,,,,,,,,,,,,,,,,,,
1/11/2021,MOUNTAIN PINE SCHOOL DIST,9,9,25,37,,,,,,,,,,,,,,,,,,,,
1/11/2021,PEA RIDGE SCHOOL DIST,9,24,66,95,,,,,,,,,,,,,,,,,,,,
1/11/2021,PERRYVILLE SCHOOL DIST,9,8,19,29,,,,,,,,,,,,,,,,,,,,
1/11/2021,PINE BLUFF SCHOOL DIST,9,48,82,130,,,,,,,,,,,,,,,,,,,,
1/11/2021,QUITMAN SCHOOL DIST,9,9,27,38,,,,,,,,,,,,,,,,,,,,
1/11/2021,SALEM SCHOOL DIST,9,22,43,68,,,,,,,,,,,,,,,,,,,,
1/11/2021,SOUTH PIKE COUNTY SCHOOL DIST,9,10,29,40,,,,,,,,,,,,,,,,,,,,
1/11/2021,STAR CITY SCHOOL DIST,9,37,86,125,,,,,,,,,,,,,,,,,,,,
1/11/2021,WHITE CO. CENTRAL SCHOOL DIST,9,29,86,121,,,,,,,,,,,,,,,,,,,,
1/11/2021,ATKINS SCHOOL DIST,8,18,32,52,,,,,,,,,,,,,,,,,,,,
1/11/2021,BUFFALO IS. CENTRAL SCH. DIST,8,25,51,77,,,,,,,,,,,,,,,,,,,,
1/11/2021,CLARENDON SCHOOL DIST,8,11,18,33,,,,,,,,,,,,,,,,,,,,
1/11/2021,CLINTON SCHOOL DIST,8,22,77,99,,,,,,,,,,,,,,,,,,,,
1/11/2021,GREENWOOD SCHOOL DIST,8,66,158,229,,,,,,,,,,,,,,,,,,,,
1/11/2021,HARMONY GROVE SCHOOL DIST (OUACHITA),8,16,34,54,,,,,,,,,,,,,,,,,,,,
1/11/2021,LAMAR SCHOOL DIST,8,23,39,62,,,,,,,,,,,,,,,,,,,,
1/11/2021,LAWRENCE COUNTY SCHOOL DIST,8,25,72,101,,,,,,,,,,,,,,,,,,,,
1/11/2021,MAGNET COVE SCHOOL DIST,8,10,30,44,,,,,,,,,,,,,,,,,,,,
1/11/2021,MANSFIELD SCHOOL DIST,8,22,21,46,,,,,,,,,,,,,,,,,,,,
1/11/2021,MELBOURNE SCHOOL DIST,8,12,35,49,,,,,,,,,,,,,,,,,,,,
1/11/2021,PARIS SCHOOL DIST,8,12,59,72,,,,,,,,,,,,,,,,,,,,
1/11/2021,SMACKOVER,8,20,52,75,,,,,,,,,,,,,,,,,,,,
1/11/2021,SOUTHSIDE SCHOOL DIST(INDEPENDENCE),8,24,68,94,,,,,,,,,,,,,,,,,,,,
1/11/2021,WHITE HALL SCHOOL DIST,8,41,134,188,,,,,,,,,,,,,,,,,,,,
1/11/2021,WONDERVIEW SCHOOL DIST,8,14,33,51,,,,,,,,,,,,,,,,,,,,
1/11/2021,ARKANSAS ARTS ACADEMY,7,18,44,66,,,,,,,,,,,,,,,,,,,,
1/11/2021,CHARLESTON SCHOOL DIST,7,15,30,48,,,,,,,,,,,,,,,,,,,,
1/11/2021,CORNING SCHOOL DIST,7,24,56,81,,,,,,,,,,,,,,,,,,,,
1/11/2021,HARRISBURG SCHOOL DIST,7,32,60,97,,,,,,,,,,,,,,,,,,,,
1/11/2021,HIGHLAND SCHOOL DIST,7,59,67,129,,,,,,,,,,,,,,,,,,,,
1/11/2021,MOUNTAIN VIEW SCHOOL DIST,7,34,53,87,,,,,,,,,,,,,,,,,,,,
1/11/2021,POTTSVILLE SCHOOL DIST,7,33,76,111,,,,,,,,,,,,,,,,,,,,
1/11/2021,RIVERCREST SCHOOL DIST,7,28,57,87,,,,,,,,,,,,,,,,,,,,
1/11/2021,YELLVILLE,7,44,36,83,,,,,,,,,,,,,,,,,,,,
1/11/2021,DOVER SCHOOL DIST,6,34,68,104,,,,,,,,,,,,,,,,,,,,
1/11/2021,EAST END SCHOOL DIST,6,14,32,46,,,,,,,,,,,,,,,,,,,,
1/11/2021,ELKINS SCHOOL DIST,6,29,51,85,,,,,,,,,,,,,,,,,,,,
1/11/2021,IZARD CO CONS SCHOOL DIST,6,11,14,28,,,,,,,,,,,,,,,,,,,,
1/11/2021,JESSIEVILLE SCHOOL DIST,6,16,37,63,,,,,,,,,,,,,,,,,,,,
1/11/2021,LAVACA SCHOOL DIST,6,20,27,50,,,,,,,,,,,,,,,,,,,,
1/11/2021,MALVERN SCHOOL DIST,6,33,95,138,,,,,,,,,,,,,,,,,,,,
1/11/2021,NASHVILLE SCHOOL DIST,6,31,80,111,,,,,,,,,,,,,,,,,,,,
1/11/2021,OSCEOLA SCHOOL DIST,6,33,48,84,,,,,,,,,,,,,,,,,,,,
1/11/2021,ROSE BUD SCHOOL DIST,6,17,17,35,,,,,,,,,,,,,,,,,,,,
1/11/2021,SEARCY COUNTY SCHOOL DIST,6,18,33,52,,,,,,,,,,,,,,,,,,,,
1/11/2021,VALLEY SPRINGS SCHOOL DIST,6,21,70,94,,,,,,,,,,,,,,,,,,,,
1/11/2021,WEST FORK SCHOOL DIST,6,17,59,81,,,,,,,,,,,,,,,,,,,,
1/11/2021,ASHDOWN SCHOOL DIST,5,17,46,66,,,,,,,,,,,,,,,,,,,,
1/11/2021,BOONEVILLE SCHOOL DIST,5,13,27,41,,,,,,,,,,,,,,,,,,,,
1/11/2021,CADDO HILLS SCHOOL DIST,5,14,32,47,,,,,,,,,,,,,,,,,,,,
1/11/2021,CLEVELAND COUNTY SCHOOL DIST,5,16,58,75,,,,,,,,,,,,,,,,,,,,
1/11/2021,CONCORD SCHOOL DIST,5,,,26,,,,,,,,,,,,,,,,,,,,
1/11/2021,CROSS COUNTY SCHOOL DIST,5,28,28,61,,,,,,,,,,,,,,,,,,,,
1/11/2021,DES ARC SCHOOL DIST,5,,,22,,,,,,,,,,,,,,,,,,,,
1/11/2021,EAST POINSETT CO. SCHOOL DIST,5,21,20,42,,,,,,,,,,,,,,,,,,,,
1/11/2021,FOUKE SCHOOL DIST,5,28,54,82,,,,,,,,,,,,,,,,,,,,
1/11/2021,GENOA CENTRAL SCHOOL DIST,5,23,54,77,,,,,,,,,,,,,,,,,,,,
1/11/2021,HACKETT SCHOOL DIST,5,6,33,43,,,,,,,,,,,,,,,,,,,,
1/11/2021,LINCOLN SCHOOL DIST,5,28,37,66,,,,,,,,,,,,,,,,,,,,
1/11/2021,MAYNARD SCHOOL DIST,5,13,17,31,,,,,,,,,,,,,,,,,,,,
1/11/2021,MCCRORY SCHOOL DIST,5,5,24,31,,,,,,,,,,,,,,,,,,,,
1/11/2021,MCGEHEE SCHOOL DIST,5,29,47,82,,,,,,,,,,,,,,,,,,,,
1/11/2021,MOUNT IDA SCHOOL DIST,5,14,26,40,,,,,,,,,,,,,,,,,,,,
1/11/2021,MULBERRY/PLEASANT VIEW BI,5,10,23,37,,,,,,,,,,,,,,,,,,,,
1/11/2021,OZARK SCHOOL DIST,5,45,85,132,,,,,,,,,,,,,,,,,,,,
1/11/2021,TOTAL,"2,974","6,796","17,360","25,209",,,,,,,,,,,,,,,,,,,,
1/7/2021,SPRINGDALE SCHOOL DIST,176,299,"1,158","1,553","PULASKI ACADEMY, LITTLE ROCK",16,11,76,96,"U OF A, FAYETTEVILLE",115,201,"2,462","3,147",PUBLIC SCHOOL DISTRICTS,299,"1,956","3,251","5,398",PUBLIC SCHOOL DISTRICTS,"3,357","8,582","19,900","29,721"
1/7/2021,ROGERS SCHOOL DIST,146,215,725,992,"SHILOH CHRISTIAN SCHOOLS, SPRINGDALE",7,11,51,62,"U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",38,96,111,302,PRIVATE SCHOOLS,88,402,738,"1,161",PRIVATE SCHOOLS,143,469,"1,073","1,592"
1/7/2021,LITTLE ROCK SCHOOL DIST,137,258,647,949,"BAPTIST PREP, LITTLE ROCK",6,12,47,61,"UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",35,68,570,695,COLLEGES/UNIVERSITIES,104,396,"1,777","2,425",COLLEGES/UNIVERSITIES,577,"1,388","8,331","11,005"
1/7/2021,BENTONVILLE SCHOOL DIST,135,222,553,825,"SOUTHWEST CHRISTIAN ACADEMY, LITTLE ROCK",6,8,37,52,"ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",32,44,459,565,,,,,,,,,,
1/7/2021,FORT SMITH SCHOOL DIST,94,235,557,820,"CATHOLIC HIGH SCHOOL FOR BOYS, LITTLE ROCK",5,,,37,"U OF A, LITTLE ROCK",29,42,211,275,,,,,,,,,,
1/7/2021,CABOT SCHOOL DIST,84,131,324,485,"LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",5,14,42,59,"U OF A, FORT SMITH",22,50,215,295,,,,,,,,,,
1/7/2021,PULASKI COUNTY SPECIAL SCHOOL DIST,78,146,337,519,"MOUNT ST. MARY ACADEMY, LITTLE ROCK",5,5,31,38,"HENDRIX COLLEGE, CONWAY",19,10,45,59,,,,,,,,,,
1/7/2021,CONWAY SCHOOL DIST,75,103,378,494,"SACRED HEART CATHOLIC, MORRILTON",5,,,26,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",19,16,175,220,,,,,,,,,,
1/7/2021,FAYETTEVILLE SCHOOL DIST,75,62,343,405,TOTAL,55,67,335,431,"ARKANSAS STATE UNIVERSITY, JONESBORO",17,118,731,852,,,,,,,,,,
1/7/2021,BRYANT SCHOOL DIST,64,111,366,494,,,,,,"U OF A, MONTICELLO",16,20,92,133,,,,,,,,,,
1/7/2021,SEARCY SCHOOL DIST,48,61,157,225,,,,,,"SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",15,31,209,258,,,,,,,,,,
1/7/2021,SILOAM SPRINGS SCHOOL DIST,46,93,180,283,,,,,,"U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",13,26,120,160,,,,,,,,,,
1/7/2021,BENTON SCHOOL DIST,44,82,245,342,,,,,,"NATIONAL PARK COLLEGE, HOT SPRINGS",12,13,76,106,,,,,,,,,,
1/7/2021,MARION SCHOOL DIST,43,69,190,274,,,,,,"UNIVERSITY OF ARKANSAS SYSTEM OFFICE, LITTLE ROCK",11,14,52,66,,,,,,,,,,
1/7/2021,RUSSELLVILLE SCHOOL DIST,43,97,257,364,,,,,,"HARDING UNIVERSITY, SEARCY",10,69,338,490,,,,,,,,,,
1/7/2021,SOUTH CONWAY COUNTY SCHOOL DIST,43,36,123,168,,,,,,"HENDERSON STATE UNIVERSITY, ARKADELPHIA",9,29,156,198,,,,,,,,,,
1/7/2021,LAKE HAMILTON SCHOOL DIST,40,90,214,309,,,,,,"OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",8,26,132,184,,,,,,,,,,
1/7/2021,VILONIA SCHOOL DIST,39,53,123,185,,,,,,ASU - BEEBE,7,8,67,77,,,,,,,,,,
1/7/2021,WEST MEMPHIS SCHOOL DIST,39,86,170,263,,,,,,"UNIVERSITY OF THE OZARKS, CLARKSVILLE",7,17,58,82,,,,,,,,,,
1/7/2021,BROOKLAND SCHOOL DIST,38,56,186,252,,,,,,ATU - OZARK,6,,,46,,,,,,,,,,
1/7/2021,GREENBRIER SCHOOL DIST,38,55,122,184,,,,,,"BAPTIST HEALTH COLLEGE, LITTLE ROCK",6,6,29,37,,,,,,,,,,
1/7/2021,NORTH LITTLE ROCK SCHOOL DIST,36,106,214,341,,,,,,"JOHN BROWN UNIVERSITY, SILOAM SPRINGS",6,23,51,80,,,,,,,,,,
1/7/2021,VAN BUREN SCHOOL DIST,36,94,236,342,,,,,,"SOUTH ARKANSAS COMMUNITY COLLEGE, EL DORADO",6,8,33,57,,,,,,,,,,
1/7/2021,NETTLETON SCHOOL DIST,35,83,204,297,,,,,,"CENTRAL BAPTIST COLLEGE, CONWAY",5,9,37,48,,,,,,,,,,
1/7/2021,GREENE COUNTY TECH SCHOOL DIST,30,123,224,367,,,,,,"UA SYSTEM DIVISION OF AGRICULTURE, LITTLE ROCK",5,,,52,,,,,,,,,,
1/7/2021,BAUXITE SCHOOL DIST,28,20,78,100,,,,,,UACC AT MORRILTON,5,8,86,96,,,,,,,,,,
1/7/2021,ESTEM PUBLIC CHARTER SCHOOL DIST,26,24,88,118,,,,,,TOTAL,473,992,"6,554","8,580",,,,,,,,,,
1/7/2021,PARAGOULD SCHOOL DIST,26,96,190,300,,,,,,,,,,,,,,,,,,,,
1/7/2021,BEEBE SCHOOL DIST,25,30,113,149,,,,,,,,,,,,,,,,,,,,
1/7/2021,DARDANELLE SCHOOL DIST,24,37,131,178,,,,,,,,,,,,,,,,,,,,
1/7/2021,WYNNE SCHOOL DIST,24,49,158,217,,,,,,,,,,,,,,,,,,,,
1/7/2021,JONESBORO SCHOOL DIST,23,106,279,397,,,,,,,,,,,,,,,,,,,,
1/7/2021,TRUMANN SCHOOL DIST,23,52,104,170,,,,,,,,,,,,,,,,,,,,
1/7/2021,JACKSONVILLE NORTH PULASKI SCHOOL DIST,22,51,73,131,,,,,,,,,,,,,,,,,,,,
1/7/2021,PRAIRIE GROVE SCHOOL DIST,22,38,84,126,,,,,,,,,,,,,,,,,,,,
1/7/2021,SHERIDAN SCHOOL DIST,22,68,126,199,,,,,,,,,,,,,,,,,,,,
1/7/2021,POCAHONTAS SCHOOL DIST,21,42,72,117,,,,,,,,,,,,,,,,,,,,
1/7/2021,BATESVILLE SCHOOL DIST,20,74,86,165,,,,,,,,,,,,,,,,,,,,
1/7/2021,DEQUEEN SCHOOL DIST,20,44,113,159,,,,,,,,,,,,,,,,,,,,
1/7/2021,MAGNOLIA SCHOOL DIST,20,54,173,234,,,,,,,,,,,,,,,,,,,,
1/7/2021,VALLEY VIEW SCHOOL DIST,19,42,117,164,,,,,,,,,,,,,,,,,,,,
1/7/2021,CROSSETT SCHOOL DIST,17,30,47,92,,,,,,,,,,,,,,,,,,,,
1/7/2021,HOT SPRINGS SCHOOL DIST,17,36,102,142,,,,,,,,,,,,,,,,,,,,
1/7/2021,MENA SCHOOL DIST,17,43,95,146,,,,,,,,,,,,,,,,,,,,
1/7/2021,MONTICELLO SCHOOL DIST,17,27,91,125,,,,,,,,,,,,,,,,,,,,
1/7/2021,ALMA SCHOOL DIST,16,50,118,173,,,,,,,,,,,,,,,,,,,,
1/7/2021,LAKESIDE SCHOOL DIST(GARLAND),16,45,126,179,,,,,,,,,,,,,,,,,,,,
1/7/2021,MOUNTAIN HOME SCHOOL DIST,16,69,189,273,,,,,,,,,,,,,,,,,,,,
1/7/2021,CLARKSVILLE SCHOOL DIST,15,50,95,146,,,,,,,,,,,,,,,,,,,,
1/7/2021,FARMINGTON SCHOOL DIST,15,26,95,128,,,,,,,,,,,,,,,,,,,,
1/7/2021,GRAVETTE SCHOOL DIST,15,41,84,131,,,,,,,,,,,,,,,,,,,,
1/7/2021,HEBER SPRINGS SCHOOL DIST,15,21,51,72,,,,,,,,,,,,,,,,,,,,
1/7/2021,LISA ACADEMY,15,33,112,150,,,,,,,,,,,,,,,,,,,,
1/7/2021,BERRYVILLE SCHOOL DIST,14,44,99,153,,,,,,,,,,,,,,,,,,,,
1/7/2021,CAMDEN FAIRVIEW SCHOOL DIST,14,28,76,113,,,,,,,,,,,,,,,,,,,,
1/7/2021,LONOKE SCHOOL DIST,14,23,54,81,,,,,,,,,,,,,,,,,,,,
1/7/2021,SALEM SCHOOL DIST,14,22,41,67,,,,,,,,,,,,,,,,,,,,
1/7/2021,WARREN SCHOOL DIST,14,21,87,112,,,,,,,,,,,,,,,,,,,,
1/7/2021,BALD KNOB SCHOOL DIST,12,42,84,127,,,,,,,,,,,,,,,,,,,,
1/7/2021,EMERSON,12,13,52,66,,,,,,,,,,,,,,,,,,,,
1/7/2021,GREENWOOD SCHOOL DIST,12,63,151,220,,,,,,,,,,,,,,,,,,,,
1/7/2021,HARMONY GROVE SCH DIST(SALINE),12,19,48,72,,,,,,,,,,,,,,,,,,,,
1/7/2021,HUNTSVILLE SCHOOL DIST,12,60,74,141,,,,,,,,,,,,,,,,,,,,
1/7/2021,RIVERCREST SCHOOL DIST,12,28,56,87,,,,,,,,,,,,,,,,,,,,
1/7/2021,WESTSIDE CONS. SCH DIST(CRAIGHEAD),12,41,99,152,,,,,,,,,,,,,,,,,,,,
1/7/2021,CARLISLE SCHOOL DIST,11,15,32,52,,,,,,,,,,,,,,,,,,,,
1/7/2021,GREEN FOREST SCHOOL DIST,11,30,97,130,,,,,,,,,,,,,,,,,,,,
1/7/2021,HARRISON SCHOOL DIST,11,33,98,132,,,,,,,,,,,,,,,,,,,,
1/7/2021,LINCOLN SCHOOL DIST,11,25,37,63,,,,,,,,,,,,,,,,,,,,
1/7/2021,NASHVILLE SCHOOL DIST,11,29,80,109,,,,,,,,,,,,,,,,,,,,
1/7/2021,PARIS SCHOOL DIST,11,11,55,67,,,,,,,,,,,,,,,,,,,,
1/7/2021,RIVERVIEW SCHOOL DIST,11,16,46,62,,,,,,,,,,,,,,,,,,,,
1/7/2021,WALDRON SCHOOL DIST,11,26,63,98,,,,,,,,,,,,,,,,,,,,
1/7/2021,ASHDOWN SCHOOL DIST,10,16,42,62,,,,,,,,,,,,,,,,,,,,
1/7/2021,EL DORADO SCHOOL DIST,10,68,114,185,,,,,,,,,,,,,,,,,,,,
1/7/2021,HOPE SCHOOL DIST,10,36,80,118,,,,,,,,,,,,,,,,,,,,
1/7/2021,PALESTINE,10,10,30,42,,,,,,,,,,,,,,,,,,,,
1/7/2021,POTTSVILLE SCHOOL DIST,10,33,73,108,,,,,,,,,,,,,,,,,,,,
1/7/2021,STUTTGART SCHOOL DIST,10,16,55,78,,,,,,,,,,,,,,,,,,,,
